minute_of_day,down_total_mbps,up_total_mbps,down_long_form_streaming,down_short_form_video,down_video_calls,down_cloud_gaming,down_game_downloads,down_web_browsing,down_security_cameras,up_long_form_streaming,up_short_form_video,up_video_calls,up_cloud_gaming,up_game_downloads,up_web_browsing,up_security_cameras
1087,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1088,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1089,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1090,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1091,12.364825074455952,1.670696941435176,8.785027328347276,2.027459004186182,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.02027459004186182,0.0,0.0,0.0,0.0,1.4747218048263686
1092,12.364825074455952,1.670696941435176,8.785027328347276,2.027459004186182,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.02027459004186182,0.0,0.0,0.0,0.0,1.4747218048263686
1093,12.364825074455952,1.670696941435176,8.785027328347276,2.027459004186182,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.02027459004186182,0.0,0.0,0.0,0.0,1.4747218048263686
1094,14.440728528542714,1.707106175065746,8.785027328347276,3.712107481030387,0.0,0.0,0.0,0.391254977242557,1.5523387419224934,0.17570054656694553,0.03712107481030387,0.0,0.0,0.0,0.01956274886212785,1.4747218048263686
1095,14.440728528542714,1.707106175065746,8.785027328347276,3.712107481030387,0.0,0.0,0.0,0.391254977242557,1.5523387419224934,0.17570054656694553,0.03712107481030387,0.0,0.0,0.0,0.01956274886212785,1.4747218048263686
1096,14.049473551300157,1.687543426203618,8.785027328347276,3.712107481030387,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.03712107481030387,0.0,0.0,0.0,0.0,1.4747218048263686
1097,14.049473551300157,1.687543426203618,8.785027328347276,3.712107481030387,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.03712107481030387,0.0,0.0,0.0,0.0,1.4747218048263686
1098,12.364825074455952,1.670696941435176,8.785027328347276,2.027459004186182,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.02027459004186182,0.0,0.0,0.0,0.0,1.4747218048263686
1099,12.364825074455952,1.670696941435176,8.785027328347276,2.027459004186182,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.02027459004186182,0.0,0.0,0.0,0.0,1.4747218048263686
1100,12.364825074455952,1.670696941435176,8.785027328347276,2.027459004186182,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.02027459004186182,0.0,0.0,0.0,0.0,1.4747218048263686
1101,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1102,10.554289151785804,1.6612685054691159,8.785027328347276,0.0,0.0,0.0,0.0,0.21692308151603457,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.01084615407580173,1.4747218048263686
1103,10.554289151785804,1.6612685054691159,8.785027328347276,0.0,0.0,0.0,0.0,0.21692308151603457,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.01084615407580173,1.4747218048263686
1104,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1105,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1106,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1107,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1108,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1109,10.33736607026977,1.650422351393314,8.785027328347276,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.17570054656694553,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1110,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1111,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1112,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1113,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1114,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1115,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1116,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1117,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1118,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1119,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1120,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1121,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1122,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1123,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1124,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1125,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1126,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1127,5.587807759027394,1.5612535042611233,3.841391714016341,0.0,0.0,0.0,0.0,0.19407730308855892,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.009703865154427947,1.4747218048263686
1128,5.587807759027394,1.5612535042611233,3.841391714016341,0.0,0.0,0.0,0.0,0.19407730308855892,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.009703865154427947,1.4747218048263686
1129,5.587807759027394,1.5612535042611233,3.841391714016341,0.0,0.0,0.0,0.0,0.19407730308855892,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.009703865154427947,1.4747218048263686
1130,5.393730455938835,1.5515496391066954,3.841391714016341,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.07682783428032681,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1131,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1132,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1133,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1134,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1135,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1136,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1137,7.849292378301316,1.6210706631341556,5.616627450371802,0.0,0.0,0.0,0.0,0.6803261860070203,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.034016309300351016,1.4747218048263686
1138,7.849292378301316,1.6210706631341556,5.616627450371802,0.0,0.0,0.0,0.0,0.6803261860070203,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.034016309300351016,1.4747218048263686
1139,7.849292378301316,1.6210706631341556,5.616627450371802,0.0,0.0,0.0,0.0,0.6803261860070203,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.034016309300351016,1.4747218048263686
1140,7.849292378301316,1.6210706631341556,5.616627450371802,0.0,0.0,0.0,0.0,0.6803261860070203,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.034016309300351016,1.4747218048263686
1141,7.915767499102762,1.6243944191742279,5.616627450371802,0.0,0.0,0.0,0.0,0.7468013068084658,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.03734006534042329,1.4747218048263686
1142,7.745630224607822,1.615887555449481,5.616627450371802,0.0,0.0,0.0,0.0,0.5766640323135265,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.028833201615676325,1.4747218048263686
1143,7.745630224607822,1.615887555449481,5.616627450371802,0.0,0.0,0.0,0.0,0.5766640323135265,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.028833201615676325,1.4747218048263686
1144,7.6766352255355965,1.6124378054958697,5.616627450371802,0.0,0.0,0.0,0.0,0.507669033241301,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.02538345166206505,1.4747218048263686
1145,7.6766352255355965,1.6124378054958697,5.616627450371802,0.0,0.0,0.0,0.0,0.507669033241301,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.02538345166206505,1.4747218048263686
1146,7.446108856855881,1.600911487061884,5.616627450371802,0.0,0.0,0.0,0.0,0.27714266456158604,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.013857133228079303,1.4747218048263686
1147,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1148,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1149,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1150,9.359502399971465,1.6089597159105764,5.616627450371802,2.1905362076771686,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.021905362076771687,0.0,0.0,0.0,0.0,1.4747218048263686
1151,9.696687958332998,1.625818993828653,5.616627450371802,2.1905362076771686,0.0,0.0,0.0,0.33718555836153374,1.5523387419224934,0.11233254900743606,0.021905362076771687,0.0,0.0,0.0,0.016859277918076686,1.4747218048263686
1152,9.696687958332998,1.625818993828653,5.616627450371802,2.1905362076771686,0.0,0.0,0.0,0.33718555836153374,1.5523387419224934,0.11233254900743606,0.021905362076771687,0.0,0.0,0.0,0.016859277918076686,1.4747218048263686
1153,9.696687958332998,1.625818993828653,5.616627450371802,2.1905362076771686,0.0,0.0,0.0,0.33718555836153374,1.5523387419224934,0.11233254900743606,0.021905362076771687,0.0,0.0,0.0,0.016859277918076686,1.4747218048263686
1154,9.359502399971465,1.6089597159105764,5.616627450371802,2.1905362076771686,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.021905362076771687,0.0,0.0,0.0,0.0,1.4747218048263686
1155,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1156,7.558133811370494,1.6065127347876147,5.616627450371802,0.0,0.0,0.0,0.0,0.3891676190761989,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.019458380953809945,1.4747218048263686
1157,7.558133811370494,1.6065127347876147,5.616627450371802,0.0,0.0,0.0,0.0,0.3891676190761989,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.019458380953809945,1.4747218048263686
1158,8.680945120615656,1.6021741431170182,5.616627450371802,1.5119789283213598,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.015119789283213598,0.0,0.0,0.0,0.0,1.4747218048263686
1159,9.053601605909819,1.6208069673817265,5.616627450371802,1.5119789283213598,0.0,0.0,0.0,0.37265648529416306,1.5523387419224934,0.11233254900743606,0.015119789283213598,0.0,0.0,0.0,0.018632824264708154,1.4747218048263686
1160,9.053601605909819,1.6208069673817265,5.616627450371802,1.5119789283213598,0.0,0.0,0.0,0.37265648529416306,1.5523387419224934,0.11233254900743606,0.015119789283213598,0.0,0.0,0.0,0.018632824264708154,1.4747218048263686
1161,7.378480548375597,1.5975300716378698,5.616627450371802,0.0,0.0,0.0,0.0,0.20951435608130062,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.010475717804065032,1.4747218048263686
1162,7.378480548375597,1.5975300716378698,5.616627450371802,0.0,0.0,0.0,0.0,0.20951435608130062,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.010475717804065032,1.4747218048263686
1163,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1164,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1165,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1166,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1167,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1168,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1169,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1170,7.168966192294295,1.5870543538338047,5.616627450371802,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.11233254900743606,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1171,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1172,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1173,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1174,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1175,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1176,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1177,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1178,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1179,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1180,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1181,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1182,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1183,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1184,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1185,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1186,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1187,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1188,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1189,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1190,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1191,1.5523387419224934,1.4747218048263686,0.0,0.0,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.0,0.0,0.0,0.0,0.0,1.4747218048263686
1192,2.822306092407837,1.487421478331222,0.0,1.2699673504853437,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.012699673504853437,0.0,0.0,0.0,0.0,1.4747218048263686
1193,2.822306092407837,1.487421478331222,0.0,1.2699673504853437,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.012699673504853437,0.0,0.0,0.0,0.0,1.4747218048263686
1194,2.822306092407837,1.487421478331222,0.0,1.2699673504853437,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.012699673504853437,0.0,0.0,0.0,0.0,1.4747218048263686
1195,4.562379016991224,1.5048222075770559,0.0,3.0100402750687314,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.030100402750687316,0.0,0.0,0.0,0.0,1.4747218048263686
1196,4.562379016991224,1.5048222075770559,0.0,3.0100402750687314,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.030100402750687316,0.0,0.0,0.0,0.0,1.4747218048263686
1197,4.562379016991224,1.5048222075770559,0.0,3.0100402750687314,0.0,0.0,0.0,0.0,1.5523387419224934,0.0,0.030100402750687316,0.0,0.0,0.0,0.0,1.4747218048263686
1198,4.912722486641513,1.5223393810595705,0.0,3.0100402750687314,0.0,0.0,0.0,0.35034346965028873,1.5523387419224934,0.0,0.030100402750687316,0.0,0.0,0.0,0.01751717348251444,1.4747218048263686
1199,6.992166524373943,3.4978112169053777,0.0,3.0100402750687314,0.0,0.0,0.0,0.35034346965028873,3.6317827796549222,0.0,0.030100402750687316,0.0,0.0,0.0,0.01751717348251444,3.450193640672176
1200,7.322731612478028,3.5143394713105818,0.0,3.0100402750687314,0.0,0.0,0.0,0.6809085577543745,3.6317827796549222,0.0,0.030100402750687316,0.0,0.0,0.0,0.03404542788771873,3.450193640672176
1201,6.972388142827739,3.4968222978280674,0.0,3.0100402750687314,0.0,0.0,0.0,0.33056508810408575,3.6317827796549222,0.0,0.030100402750687316,0.0,0.0,0.0,0.01652825440520429,3.450193640672176
1202,5.658933211603301,3.4819482452862593,0.0,1.7400729245833877,0.0,0.0,0.0,0.28707750736499116,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.014353875368249558,3.450193640672176
1203,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1204,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1205,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1206,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1207,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1208,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1209,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1210,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1211,5.37185570423831,3.4675943699180096,0.0,1.7400729245833877,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.017400729245833878,0.0,0.0,0.0,0.0,3.450193640672176
1212,3.6317827796549222,3.450193640672176,0.0,0.0,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.0,0.0,0.0,0.0,0.0,3.450193640672176
1213,3.6317827796549222,3.450193640672176,0.0,0.0,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.0,0.0,0.0,0.0,0.0,3.450193640672176
1214,3.6317827796549222,3.450193640672176,0.0,0.0,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.0,0.0,0.0,0.0,0.0,3.450193640672176
1215,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1216,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1217,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1218,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1219,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1220,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1221,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1222,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1223,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1224,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1225,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1226,5.508206743097476,3.4689578803066015,0.0,1.876423963442554,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.01876423963442554,0.0,0.0,0.0,0.0,3.450193640672176
1227,3.6317827796549222,3.450193640672176,0.0,0.0,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.0,0.0,0.0,0.0,0.0,3.450193640672176
1228,3.6317827796549222,3.450193640672176,0.0,0.0,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.0,0.0,0.0,0.0,0.0,3.450193640672176
1229,3.6317827796549222,3.450193640672176,0.0,0.0,0.0,0.0,0.0,0.0,3.6317827796549222,0.0,0.0,0.0,0.0,0.0,0.0,3.450193640672176
